gene_id	transcript_id(s)	chromosome	tx_start	tx_end	strand	length	effective_length	expected_count	TPM	FPKM	posterior_mean_count	posterior_standard_deviation_of_count	pme_TPM	pme_FPKM	TPM_ci_lower_bound	TPM_ci_upper_bound	FPKM_ci_lower_bound	FPKM_ci_upper_bound	promoter_start	promoter_end	H3K4me3	H3K27me3
ENSG00000233823.1	ENST00000451697.1	chr6	151813275	151814179	-	258	94.38	0	0	0	0	0	0.49	0.45	5.62E-06	1.47386	5.23E-06	1.37063	151813179	151816179	False	False
ENSG00000131018.22	ENST00000341594.9	chr6	152121683	152637399	-	1886.95	1720.55	20	0.58	0.5	20	0	2.14	1.99	1.31002	3.08941	1.21695	2.87069	152636399	152639399	False	False
ENSG00000234577.1	ENST00000412161.1	chr6	152380545	152381564	+	553	386.62	0	0	0	0	0	0.12	0.11	1.90E-05	0.357404	1.77E-05	0.332237	152378545	152381545	False	False
ENSG00000226193.1	ENST00000458194.1	chr6	152402397	152404966	+	385	218.8	0	0	0	0	0	0.21	0.2	9.53E-06	0.633599	8.85E-06	0.589146	152400397	152403397	False	False
ENSG00000202044.1	ENST00000365174.1	chr6	152410274	152410394	+	120	2.21	0	0	0	0	0	20.85	19.38	3.72E-05	62.3241	3.45E-05	57.9785	152408274	152411274	False	False
ENSG00000233464.2	ENST00000449282.2	chr6	152545929	152546984	+	727	560.58	0	0	0	0	0	0.08	0.08	6.84E-08	0.244507	6.36E-08	0.227357	152543929	152546929	False	False
ENSG00000120279.6	ENST00000367245.5	chr6	152697894	152724567	+	2825.93	2659.5	5	0.09	0.08	5	0	0.21	0.19	0.0588251	0.401889	0.0546592	0.373649	152695894	152698894	False	False
ENSG00000218792.2	ENST00000402302.2	chr6	152705734	152706128	+	394	227.77	0	0	0	0	0	0.2	0.19	3.61E-06	0.604869	3.36E-06	0.562495	152703734	152706734	False	False
ENSG00000146469.12	ENST00000367243.7	chr6	152750797	152759765	+	1474	1307.57	0	0	0	0	0	0.11	0.1	0.0101169	0.230785	0.00936041	0.214519	152748797	152751797	False	False
ENSG00000224893.5	ENST00000417654.1	chr6	152804752	152805128	-	244	81.37	1	0.61	0.53	1	0	1.3	1.21	0.0995853	2.92131	0.0914632	2.71661	152804128	152807128	False	False
ENSG00000217372.2	ENST00000406999.2	chr6	152898046	152899280	+	1234	1067.57	0	0	0	0	0	0.04	0.04	5.07E-08	0.129022	1.99E-06	0.119951	152896046	152899046	False	False
ENSG00000220745.2	ENST00000405959.2	chr6	152959358	152959605	-	247	84.13	0	0	0	0	0	0.55	0.51	3.91E-06	1.64264	3.63E-06	1.52699	152958605	152961605	False	False
ENSG00000112029.9	ENST00000229758.7	chr6	152970534	152983041	-	2081.03	1914.61	2124	54.92	47.96	2124	0	51.24	47.63	49.1242	53.507	45.5611	49.6248	152982041	152985041	False	False
ENSG00000227627.1	ENST00000442269.1	chr6	152983749	152989223	+	663	496.59	41.56	4.14	3.62	41.51	0.67	3.95	3.67	2.78345	5.14699	2.59504	4.79305	152981749	152984749	False	False
ENSG00000112031.15	ENST00000367230.5	chr6	152987361	153002685	-	3563.27	3396.84	1307.31	19.05	16.64	1305.96	7.33	19.23	17.87	17.6999	20.8478	16.4475	19.3715	153001685	153004685	False	False
ENSG00000091844.7	ENST00000206262.1	chr6	153004458	153131282	-	4704.5	4538.07	0	0	0	0	0	0.04	0.03	0.000287121	0.100191	0.000226464	0.093148	153130282	153133282	False	False
ENSG00000201939.1	ENST00000365069.1	chr6	153159219	153159345	-	126	3.35	0	0	0	0	0	13.78	12.81	0.000468711	40.6291	0.00043584	37.7593	153158345	153161345	False	False
ENSG00000213121.2	ENST00000392385.2	chr6	153231319	153347488	+	1212	1045.57	0	0	0	0	0	0.04	0.04	5.22E-08	0.131666	4.85E-08	0.122513	153229319	153232319	False	False
ENSG00000218426.5	ENST00000492974.2	chr6	153282286	153282733	-	447	280.67	170.07	30	26.19	170.9	12.73	28.25	26.26	22.6008	34.2492	21.0575	31.8914	153281733	153284733	False	False
ENSG00000237312.1	ENST00000436953.1	chr6	153304594	153427154	-	438	271.68	0	0	0	0	0	0.17	0.16	9.73E-07	0.510253	9.04E-07	0.474232	153426154	153429154	False	False
ENSG00000222806.1	ENST00000410874.1	chr6	153420437	153420572	+	135	5.69	0	0	0	0	0	8.1	7.53	0.000355992	24.132	0.00033112	22.4495	153418437	153421437	False	False
ENSG00000217160.2	ENST00000402702.2	chr6	153665706	153666390	+	684	517.59	0	0	0	0	0	0.09	0.08	5.61E-06	0.267432	5.21E-06	0.248803	153663706	153666706	False	False
ENSG00000242246.2	ENST00000406098.2	chr6	153666465	153666666	+	201	44.21	0	0	0	0	0	1.04	0.97	5.31E-05	3.1264	4.93E-05	2.90749	153664465	153667465	False	False
ENSG00000218776.4	ENST00000406985.2	chr6	153666626	153667318	+	692	525.59	0	0	0	0	0	0.09	0.08	8.14E-07	0.261159	7.59E-07	0.242801	153664626	153667626	False	False
ENSG00000217044.1	ENST00000405526.1	chr6	153667317	153668106	+	789	622.58	0	0	0	0	0	0.07	0.07	1.99E-06	0.222515	1.84E-06	0.207061	153665317	153668317	False	False
ENSG00000220733.1	ENST00000407663.1	chr6	153668176	153668362	+	186	32.84	0	0	0	0	0	1.4	1.31	4.04E-05	4.19634	3.75E-05	3.90304	153666176	153669176	False	False
ENSG00000220514.1	ENST00000402379.1	chr6	153668588	153668858	+	270	105.74	0	0	0	0	0	0.44	0.41	7.87E-06	1.29992	7.31E-06	1.20905	153666588	153669588	False	False
ENSG00000216713.1	ENST00000402078.1	chr6	153668878	153669901	+	1023	856.57	0	0	0	0	0	0.05	0.05	8.05E-07	0.161472	7.50E-07	0.1501	153666878	153669878	False	False
ENSG00000199246.1	ENST00000362376.1	chr6	153681446	153681553	+	107	0	0	0	0	0	0	0	0	0	0	0	0	153679446	153682446	False	False
ENSG00000217085.2	ENST00000403971.2	chr6	153938432	153938992	-	560	393.62	0	0	0	0	0	0.12	0.11	6.15E-07	0.350475	5.73E-07	0.325894	153937992	153940992	False	False
ENSG00000112038.17	ENST00000229768.9	chr6	154039494	154093520	+	1637.7	1471.27	0	0	0	0	0	0.81	0.75	0.474786	1.15103	0.441437	1.07004	154037494	154040494	False	False
ENSG00000074706.13	ENST00000265198.8	chr6	154154608	154356766	-	6689	6522.57	1	0.01	0.01	1	0	1.16	1.08	0.466226	1.90655	0.432555	1.77144	154355766	154358766	False	False
ENSG00000237593.1	ENST00000456309.1	chr6	154216930	154217489	+	559	392.62	0	0	0	0	0	0.12	0.11	2.88E-06	0.352467	9.28E-06	0.327937	154214930	154217930	False	False
ENSG00000153721.17	ENST00000424998.3	chr6	154410962	154430495	-	5684.36	5517.93	1637	14.69	12.82	1637	0	14.21	13.21	12.8952	15.5999	11.9791	14.491	154429495	154432495	False	False
ENSG00000275419.1	ENST00000614906.1	chr6	154542551	154542740	+	189	35.03	0	0	0	0	0	1.32	1.22	2.18E-06	3.96606	2.02E-06	3.68783	154540551	154543551	False	False
ENSG00000220181.1	ENST00000404107.1	chr6	154549516	154550242	+	726	559.58	0	0	0	0	0	0.08	0.08	1.44E-06	0.247424	1.34E-06	0.229868	154547516	154550516	False	False
ENSG00000219146.1	ENST00000402039.1	chr6	154576308	154577079	+	771	604.58	0	0	0	0	0	0.08	0.07	1.99E-06	0.22699	1.85E-06	0.211113	154574308	154577308	False	False
ENSG00000231316.1	ENST00000427423.1	chr6	154605615	154605954	-	339	173.09	0	0	0	0	0	0.27	0.25	1.02E-07	0.79819	9.51E-08	0.742195	154604954	154607954	False	False
ENSG00000205625.2	ENST00000307155.5	chr6	154706642	154707795	+	1153	986.57	0	0	0	0	0	0.05	0.04	1.63E-06	0.13888	1.52E-06	0.129107	154704642	154707642	False	False
ENSG00000213079.9	ENST00000367178.7	chr6	154733324	154834060	+	4923.76	4757.34	3641.99	37.9	33.09	3642.06	1.07	36.13	33.58	34.6549	37.6325	32.2602	35.0208	154731324	154734324	False	False
ENSG00000200594.1	ENST00000363724.1	chr6	154825175	154825279	-	104	0	0	0	0	0	0	0	0	0	0	0	0	154824279	154827279	False	False
ENSG00000218757.1	ENST00000404382.1	chr6	154845073	154845620	-	547	380.62	0	0	0	0	0	0.12	0.11	2.44E-08	0.363286	2.27E-08	0.337898	154844620	154847620	False	False
ENSG00000264814.1	ENST00000578669.1	chr6	154853359	154853436	+	77	0	0	0	0	0	0	0	0	0	0	0	0	154851359	154854359	False	False
ENSG00000238963.2	ENST00000459445.2	chr6	154905075	154905206	-	131	4.55	0	0	0	0	0	10.13	9.42	9.14E-05	30.3103	8.50E-05	28.1747	154904206	154907206	False	False
ENSG00000274451.1	ENST00000622221.1	chr6	155004834	155005318	-	319	153.35	0	0	0	0	0	0.3	0.28	1.12E-05	0.90606	1.05E-05	0.842944	155004318	155007318	False	False
ENSG00000146426.17	ENST00000275246.11	chr6	155216636	155257220	+	1087.19	920.76	67.01	3.6	3.15	66.94	1.07	4.82	4.48	3.68484	6.06706	3.39374	5.6087	155214636	155217636	False	False
ENSG00000235381.1	ENST00000435295.1	chr6	155253138	155256724	-	3088	2921.57	42	0.71	0.62	42	0	0.68	0.63	0.482953	0.886573	0.451544	0.826688	155255724	155258724	False	False
ENSG00000029639.10	ENST00000367166.4	chr6	155256133	155314484	-	1316.65	1150.23	748	32.2	28.11	748	0	31.71	29.47	28.8646	34.5258	26.8664	32.1265	155313484	155316484	False	False
ENSG00000171217.5	ENST00000367165.3	chr6	155264012	155276548	+	1209	1042.57	0	0	0	0	0	0.04	0.04	4.36E-06	0.134229	3.10E-06	0.124779	155262012	155265012	False	False
ENSG00000232529.1	ENST00000453579.1	chr6	155380510	155381183	-	554	387.62	0	0	0	0	0	0.12	0.11	5.60E-07	0.358246	5.20E-07	0.333132	155380183	155383183	False	False
ENSG00000074771.3	ENST00000159060.2	chr6	155395367	155455839	-	2042	1875.57	0	0	0	0	0	0.02	0.02	3.26E-07	0.073689	3.04E-07	0.0685394	155454839	155457839	False	False
ENSG00000238789.1	ENST00000458982.1	chr6	155654962	155655026	-	64	0	0	0	0	0	0	0	0	0	0	0	0	155654026	155657026	False	False
ENSG00000221456.1	ENST00000408529.1	chr6	155946796	155946879	+	83	0	0	0	0	0	0	0	0	0	0	0	0	155944796	155947796	False	False
ENSG00000212295.1	ENST00000390993.1	chr6	156378749	156378824	+	75	0	0	0	0	0	0	0	0	0	0	0	0	156376749	156379749	False	False
ENSG00000227360.1	ENST00000433486.1	chr6	156497745	156505011	-	466.5	300.19	0	0	0	0	0	0.32	0.3	0.00440285	0.783014	0.00363604	0.727709	156504011	156507011	False	False
ENSG00000220347.1	ENST00000402808.1	chr6	156662049	156662437	+	388	221.79	0	0	0	0	0	0.21	0.19	2.90E-06	0.626122	2.69E-06	0.582394	156660049	156663049	False	False
ENSG00000271265.1	ENST00000604082.1	chr6	156774216	156774662	-	446	279.67	0	0	0	0	0	0.16	0.15	2.24E-07	0.48982	2.08E-07	0.455462	156773662	156776662	False	False
ENSG00000271551.2	ENST00000603191.2	chr6	156776359	156778422	-	1249	1082.57	1	0.05	0.04	1	0	0.09	0.08	0.00194365	0.201039	0.00187769	0.187008	156777422	156780422	False	False
ENSG00000271899.1	ENST00000606121.1	chr6	156779677	156779731	-	54	0	0	0	0	0	0	0	0	0	0	0	0	156778731	156781731	False	False
ENSG00000270487.1	ENST00000604792.1	chr6	156780326	156780455	-	129	4.04	0	0	0	0	0	11.41	10.61	0.000237787	34.3715	0.000220955	31.9498	156779455	156782455	False	False
ENSG00000049618.21	ENST00000319584.10	chr6	156901375	157186620	+	6718.28	6551.85	1915	14.47	12.64	1915	0	13.95	12.96	13.0734	14.8438	12.1674	13.8131	156899375	156902375	False	False
ENSG00000218596.2	ENST00000406202.2	chr6	156976293	156977072	+	378	211.83	3	0.7	0.61	3	0	0.87	0.81	0.164246	1.73914	0.152588	1.61712	156974293	156977293	False	False
ENSG00000233044.1	ENST00000442936.1	chr6	157107726	157119706	-	423	256.7	0	0	0	0	0	0.18	0.17	2.15E-06	0.539822	2.00E-06	0.502026	157118706	157121706	False	False
ENSG00000217783.2	ENST00000405916.2	chr6	157299044	157300126	-	1082	915.57	4	0.22	0.19	4	0	0.25	0.23	0.0582052	0.471737	0.0548348	0.4391	157299126	157302126	False	False
ENSG00000215712.10	ENST00000367144.4	chr6	157318180	157323601	-	2915.42	2748.99	575	10.36	9.04	575	0	9.74	9.05	8.47249	11.0313	7.88227	10.2613	157322601	157325601	False	False
ENSG00000271040.1	ENST00000603032.1	chr6	157323963	157324477	+	514	347.63	1	0.14	0.12	1	0	0.27	0.25	0.0050603	0.628653	0.00501469	0.584851	157321963	157324963	False	False
ENSG00000213078.3	ENST00000428694.1	chr6	157365989	157366923	-	934	767.57	0	0	0	0	0	0.06	0.06	9.64E-09	0.178507	8.97E-09	0.165991	157365923	157368923	False	False
ENSG00000218631.1	ENST00000407196.1	chr6	157372555	157373171	-	616	449.6	0	0	0	0	0	0.1	0.1	7.47E-06	0.306903	2.53E-06	0.285425	157372171	157375171	False	False
ENSG00000266617.1	ENST00000577768.1	chr6	157529131	157529200	+	69	0	0	0	0	0	0	0	0	0	0	0	0	157527131	157530131	False	False
ENSG00000175048.16	ENST00000340347.7	chr6	157593008	157645838	+	3059.1	2892.67	299	5.12	4.47	299	0	5.7	5.3	4.46742	7.00241	4.15264	6.50824	157591008	157594008	False	False
ENSG00000130340.14	ENST00000392185.7	chr6	157823245	157945077	+	4105.78	3939.35	4034	50.7	44.27	4034	0	47.52	44.17	45.9992	49.0407	42.7654	45.5868	157821245	157824245	False	False
ENSG00000234361.1	ENST00000411838.1	chr6	157829142	157830573	-	681	514.59	0	0	0	0	0	0.09	0.08	3.16E-07	0.268715	2.94E-07	0.249897	157829573	157832573	False	False
ENSG00000229502.5	ENST00000422776.5	chr6	157872570	157875210	-	677.5	511.09	0	0	0	0	0	0.18	0.17	0.00355205	0.441283	0.00330106	0.410311	157874210	157877210	False	False
ENSG00000236324.1	ENST00000446768.1	chr6	157885113	157892786	-	372	205.85	0	0	0	0	0	0.22	0.21	1.46E-05	0.66202	1.36E-05	0.615406	157891786	157894786	False	False
ENSG00000220867.1	ENST00000405341.1	chr6	157924401	157924676	+	275	110.52	1	0.45	0.39	1	0	0.83	0.78	0.0206019	1.9797	0.0178823	1.83979	157922401	157925401	False	False
ENSG00000252658.1	ENST00000516849.1	chr6	157934167	157934257	+	90	0	0	0	0	0	0	0	0	0	0	0	0	157932167	157935167	False	False
ENSG00000078269.13	ENST00000355585.8	chr6	157981862	158099176	+	5466.55	5300.14	1377	12.86	11.23	1377	0	12.46	11.58	10.3036	14.6642	9.54857	13.6013	157979862	157982862	False	False
ENSG00000233496.1	ENST00000442328.1	chr6	158001106	158002383	+	599	432.61	0	0	0	0	0	0.11	0.1	4.46E-06	0.320736	4.15E-06	0.298268	157999106	158002106	False	False
ENSG00000122335.13	ENST00000367101.5	chr6	158114730	158168259	-	2707.6	2541.19	294	5.73	5	294	0	5.65	5.25	4.24195	7.13327	3.97079	6.65738	158167259	158170259	False	False
ENSG00000272047.1	ENST00000607778.1	chr6	158168351	158199344	+	7481	7314.57	785	5.31	4.64	785	0	4.96	4.61	4.61122	5.3009	4.28687	4.92729	158166351	158169351	False	False
ENSG00000188451.8	ENST00000344851.4	chr6	158237335	158242797	-	1979	1812.57	3.01	0.08	0.07	3.02	0.14	0.1	0.1	0.0188714	0.202465	0.017545	0.188277	158241797	158244797	False	False
ENSG00000274023.1	ENST00000619713.1	chr6	158282840	158428379	+	561	394.62	1	0.13	0.11	1	0	0.23	0.22	0.0036577	0.555965	0.00364997	0.51727	158280840	158283840	False	False
ENSG00000130338.12	ENST00000367094.6	chr6	158312659	158508376	+	2097.45	1931.06	1750	44.87	39.18	1750	0	42.51	39.51	38.5214	46.597	35.8735	43.3751	158310659	158313659	False	False
ENSG00000238019.1	ENST00000435116.1	chr6	158397884	158398561	-	143	8.45	0	0	0	0	0	5.46	5.07	2.67E-05	16.5821	2.48E-05	15.4196	158397561	158400561	False	False
ENSG00000243373.3	ENST00000461853.3	chr6	158437796	158438088	+	292	126.94	0	0	0	0	0	0.36	0.34	1.05E-06	1.09078	9.79E-07	1.01403	158435796	158438796	False	False
ENSG00000219188.1	ENST00000406011.1	chr6	158515604	158516229	-	625	458.6	0	0	0	0	0	0.1	0.09	1.01E-09	0.301612	9.36E-10	0.280379	158515229	158518229	False	False
ENSG00000146433.8	ENST00000367090.3	chr6	158536435	158635428	+	5390	5223.57	1349	12.79	11.16	1349	0	11.92	11.08	11.3034	12.5705	10.4962	11.6745	158534435	158537435	False	False
ENSG00000218226.1	ENST00000403590.1	chr6	158609705	158621636	-	2226	2059.57	0	0	0	0	0	0.02	0.02	3.07E-07	0.0671667	2.85E-07	0.0624346	158620636	158623636	False	False
ENSG00000278571.1	ENST00000612973.1	chr6	158609706	158609790	+	84	0	0	0	0	0	0	0	0	0	0	0	0	158607706	158610706	False	False
ENSG00000146425.10	ENST00000367085.3	chr6	158637219	158644738	-	738.17	571.76	1146	99.23	86.65	1146	0	92.64	86.11	87.2423	98.0499	81.093	91.1158	158643738	158646738	False	False
ENSG00000164674.15	ENST00000297239.10	chr6	158661318	158764869	+	2292	2125.57	9	0.21	0.18	9	0	0.38	0.35	0.147195	0.673063	0.136659	0.62558	158659318	158662318	False	False
ENSG00000219249.2	ENST00000406819.2	chr6	158725746	158726803	-	1057	890.57	0	0	0	0	0	0.05	0.05	8.47E-07	0.157442	7.89E-07	0.146376	158725803	158728803	False	False
ENSG00000265558.1	ENST00000581555.1	chr6	158764660	158764753	-	93	0	0	0	0	0	0	0	0	0	0	0	0	158763753	158766753	False	False
ENSG00000092820.17	ENST00000337147.11	chr6	158765740	158818227	-	3066.72	2900.29	5306	90.58	79.09	5306	0	84.67	78.7	82.2743	86.9714	76.5318	80.8847	158817227	158820227	False	False
ENSG00000233893.1	ENST00000451712.1	chr6	158817978	158822252	+	217	57.4	0	0	0	0	0	0.8	0.75	3.48E-05	2.39033	3.23E-05	2.22154	158815978	158818978	False	False
ENSG00000243775.2	ENST00000455507.1	chr6	158841720	158842170	-	822.5	656.12	0	0	0	0	0.03	0.21	0.19	0.0030515	0.537827	0.00283445	0.49979	158841170	158844170	False	False
ENSG00000203711.11	ENST00000367072.4	chr6	158869909	158910350	+	536	369.62	7	0.94	0.82	7	0	1.58	1.46	0.63243	2.61058	0.607397	2.44586	158867909	158870909	False	False
ENSG00000213076.3	ENST00000434104.1	chr6	158921270	158922150	-	580	413.61	0	0	0	0	0	0.11	0.1	4.59E-07	0.337272	4.27E-07	0.313553	158921150	158924150	False	False
ENSG00000223191.1	ENST00000411259.1	chr6	158926465	158926571	-	106	0	0	0	0	0	0	0	0	0	0	0	0	158925571	158928571	False	False
ENSG00000130363.11	ENST00000252655.1	chr6	158977235	159000166	-	4423.17	4256.74	191	2.22	1.94	191	0	2.27	2.11	1.77058	2.82563	1.64339	2.6243	158999166	159002166	False	False
ENSG00000271913.5	ENST00000606466.1	chr6	159025945	159042493	+	772	605.58	1	0.08	0.07	1	0	0.35	0.32	0.0734666	0.68264	0.0694924	0.635985	159023945	159026945	False	False
ENSG00000164691.16	ENST00000326965.6	chr6	159034467	159045152	-	2707	2540.57	0	0	0	0	0	0.07	0.07	0.00511764	0.172263	0.00490455	0.16041	159044152	159047152	False	False
ENSG00000226032.1	ENST00000446887.1	chr6	159064727	159065273	-	331	165.18	0	0	0	0	0	0.28	0.26	4.50E-06	0.832903	4.18E-06	0.774662	159064273	159067273	False	False
ENSG00000224478.1	ENST00000421161.1	chr6	159107790	159116053	+	845	678.57	0	0	0	0	0	0.07	0.06	2.21E-06	0.202293	2.06E-06	0.188195	159105790	159108790	False	False
ENSG00000233682.3	ENST00000419064.3	chr6	159165898	159167353	-	463.5	297.19	0	0	0	0	0	0.33	0.3	0.00912444	0.788541	0.00839868	0.7332	159166353	159169353	False	False
ENSG00000164694.16	ENST00000297267.13	chr6	159169399	159272108	+	4458.33	4291.91	0	0	0	0	0	0.09	0.08	0.00327846	0.240862	0.00253911	0.223488	159167399	159170399	False	False
ENSG00000235086.1	ENST00000419703.1	chr6	159240785	159243329	+	516	349.63	0	0	0	0	0	0.13	0.12	2.28E-05	0.393871	2.12E-05	0.366133	159238785	159241785	False	False
ENSG00000231178.1	ENST00000427460.1	chr6	159353921	159383339	-	420	253.71	0	0	0	0	0	0.18	0.17	4.60E-06	0.543534	1.80E-06	0.505366	159382339	159385339	False	False
ENSG00000234777.1	ENST00000429657.1	chr6	159383421	159396443	+	772	605.58	0	0	0	0	0	0.08	0.07	6.36E-07	0.226447	5.90E-07	0.210654	159381421	159384421	False	False
ENSG00000216480.2	ENST00000404609.2	chr6	159526061	159526527	-	466	299.66	0	0	0	0.01	0.1	0.16	0.14	3.16E-06	0.465951	2.94E-06	0.433042	159525527	159528527	False	False
ENSG00000276413.1	ENST00000615580.1	chr6	159555963	159556174	+	211	52.35	0	0	0	0	0	0.88	0.82	1.41E-05	2.64995	1.31E-05	2.4631	159553963	159556963	False	False
ENSG00000237927.1	ENST00000430078.1	chr6	159586954	159589169	-	2002	1835.57	3	0.08	0.07	3	0	0.1	0.09	0.0175372	0.199961	0.0164875	0.186143	159588169	159591169	False	False
ENSG00000112096.16	ENST00000337404.8	chr6	159682164	159693278	-	1850.1	1683.67	4579	134.65	117.57	4579	0	128.44	119.38	121.352	135.695	112.796	126.145	159692278	159695278	False	False
ENSG00000220305.1	ENST00000403291.1	chr6	159712800	159713985	-	1185	1018.57	2	0.1	0.08	2	0	0.14	0.13	0.0156052	0.292224	0.0143985	0.271549	159712985	159715985	False	False
ENSG00000251988.1	ENST00000516179.1	chr6	159720414	159720540	-	126	3.35	0	0	0	0	0	13.78	12.81	2.43E-05	40.9847	2.25E-05	38.0848	159719540	159722540	False	False
ENSG00000146457.14	ENST00000337387.4	chr6	159727587	159749415	+	1784.68	1618.25	3093.52	94.64	82.64	3093.11	1.13	88.52	82.28	85.295	91.6691	79.4374	85.3559	159725587	159728587	False	False
ENSG00000120437.8	ENST00000367048.4	chr6	159762044	159779112	+	1790	1623.57	5836	177.96	155.39	5836	0	165.68	154	159.031	172.223	147.977	160.211	159760044	159763044	False	False
ENSG00000120438.11	ENST00000321394.11	chr6	159778497	159789602	-	2166.5	2000.07	25197.97	623.74	544.62	25197.96	0.2	586.69	545.33	576.371	597.534	535.93	555.451	159788602	159791602	False	False
ENSG00000207392.1	ENST00000384662.1	chr6	159780249	159780381	-	132	4.82	2	20.53	17.93	2	0	28.69	26.67	2.63786	60.8148	2.45789	56.5564	159779381	159782381	False	False
ENSG00000206910.1	ENST00000384183.1	chr6	159785593	159785733	-	140	7.34	0	0	0	0	0	6.28	5.84	4.86E-05	18.7249	4.52E-05	17.4196	159784733	159787733	False	False
ENSG00000112110.9	ENST00000367034.4	chr6	159790466	159798429	+	940.12	773.69	2419	154.79	135.16	2419	0	144.6	134.4	138.751	150.623	129.074	140.116	159788466	159791466	False	False
ENSG00000146453.12	ENST00000275275.9	chr6	159800268	159820704	+	1180.86	1014.45	0	0	0	0	0	0.51	0.48	0.140223	0.981293	0.130207	0.91211	159798268	159801268	False	False
ENSG00000236823.1	ENST00000434562.1	chr6	159899185	159902510	+	595	428.61	0	0	0	0	0	0.11	0.1	7.52E-07	0.323682	6.99E-07	0.300995	159897185	159900185	False	False
ENSG00000130368.5	ENST00000252660.5	chr6	159906689	159916530	+	9841	9674.57	0	0	0	0	0	0	0	4.49E-08	0.0143537	4.17E-08	0.0133437	159904689	159907689	False	False
ENSG00000197081.12	ENST00000356956.5	chr6	159969098	160111504	+	11100.55	10934.14	4750	21.51	18.78	4750	0	21.06	19.58	18.8469	23.489	17.5268	21.8445	159967098	159970098	False	False
ENSG00000268257.2	ENST00000601203.1	chr6	160003290	160007664	-	2931.5	2765.07	0	0	0	0	0	0.05	0.04	0.000795788	0.117868	0.000477337	0.109301	160006664	160009664	False	False
ENSG00000213073.4	ENST00000366273.3	chr6	160093422	160093993	+	2790.95	2624.52	52	0.98	0.86	52	0	1.18	1.1	0.693858	1.81175	0.64461	1.68438	160091422	160094422	False	False
ENSG00000175003.12	ENST00000324965.8	chr6	160121935	160158551	+	602.22	436.38	3	0.34	0.3	3	0	0.88	0.82	0.222297	1.73774	0.202819	1.61238	160119935	160122935	False	False
ENSG00000216516.1	ENST00000402250.1	chr6	160163538	160163755	-	217	57.4	0	0	0	0	0	0.8	0.75	4.10E-06	2.41641	3.81E-06	2.24641	160162755	160165755	False	False
ENSG00000112499.12	ENST00000366952.1	chr6	160244184	160277638	-	1709.67	1543.24	0	0	0	0	0	0.3	0.28	0.0659068	0.591369	0.0627145	0.551247	160276638	160279638	False	False
ENSG00000230234.1	ENST00000419196.1	chr6	160272616	160276130	+	467	300.66	0	0	0	0	0	0.15	0.14	3.82E-07	0.45757	3.55E-07	0.42532	160270616	160273616	False	False
ENSG00000146477.5	ENST00000275300.2	chr6	160348377	160452577	+	3348	3181.57	0	0	0	0	0	0.01	0.01	5.22E-08	0.0430494	1.11E-06	0.0400388	160346377	160349377	False	False
ENSG00000213071.10	ENST00000335388.5	chr6	160467183	160511124	-	1274.12	1107.71	12	0.54	0.47	12	0	0.7	0.65	0.29791	1.16724	0.276196	1.08423	160510124	160513124	False	False
ENSG00000198670.11	ENST00000316300.9	chr6	160531482	160664259	-	2831.56	2665.13	3	0.06	0.05	3	0	0.12	0.11	0.0240548	0.226839	0.0220106	0.210624	160663259	160666259	False	False
ENSG00000243831.1	ENST00000452651.1	chr6	160666227	160676523	-	260	96.26	0	0	0	0	0	0.48	0.45	7.56E-06	1.44124	7.06E-06	1.34009	160675523	160678523	False	False
ENSG00000224477.5	ENST00000447702.1	chr6	160698492	160700632	+	207	64.75	0	0	0	0	0	18.41	17.12	0.0500188	54.0334	0.0464915	50.2155	160696492	160699492	False	False
ENSG00000122194.18	ENST00000297289.8	chr6	160702259	160731231	+	1026.92	860.51	0	0	0	0	0	0.99	0.92	0.421722	1.63569	0.392447	1.52108	160700259	160703259	False	False
ENSG00000276960.1	ENST00000612111.1	chr6	160755397	160757518	-	157	14.75	0	0	0	0	0	3.13	2.91	3.79E-05	9.27736	3.52E-05	8.63034	160756518	160759518	False	False
ENSG00000274903.1	ENST00000619095.1	chr6	160773987	160783214	+	188	34.29	0	0	0	0	0	1.34	1.25	5.07E-05	4.02467	4.71E-05	3.74215	160771987	160774987	False	False
ENSG00000224371.5	ENST00000413062.1	chr6	160873085	160918649	-	373.5	207.52	0	0	0	0	0	0.95	0.89	0.168928	1.93147	0.156867	1.79562	160917649	160920649	False	False
ENSG00000220913.1	ENST00000405580.1	chr6	160905769	160913638	+	489	322.64	0	0	0	0	0	0.14	0.13	1.32E-06	0.426633	1.23E-06	0.396695	160903769	160906769	False	False
ENSG00000233342.1	ENST00000420601.1	chr6	160926368	160927162	+	379	212.82	0	0	0	0	0	0.22	0.2	2.36E-06	0.648565	2.20E-06	0.602867	160924368	160927368	False	False
ENSG00000231863.1	ENST00000417479.1	chr6	160931079	160984321	+	573	406.61	0	0	0	0	0	0.11	0.11	5.40E-07	0.337737	5.03E-07	0.31402	160929079	160932079	False	False
ENSG00000272841.1	ENST00000608721.1	chr6	160990317	160992342	-	2025	1858.57	34	0.91	0.79	34	0	0.87	0.81	0.593423	1.16278	0.549908	1.0791	160991342	160994342	False	False
ENSG00000085511.19	ENST00000348824.11	chr6	160991813	161117382	+	4515.73	4349.35	4096	46.63	40.71	4096	0	46.26	43	42.4442	50.3388	39.4576	46.7974	160989813	160992813	False	False
